Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2019,COD,Dem. Rep. of the Congo,ETH,Ethiopia,FRA,France,4
2019,SOM,Somalia,KEN,Kenya,GBR,United Kingdom of Great Britain and Northern Ireland,225
2019,COD,Dem. Rep. of the Congo,RWA,Rwanda,USA,United States of America,1591
2019,AFG,Afghanistan,KEN,Kenya,CAN,Canada,1
2019,COD,Dem. Rep. of the Congo,BDI,Burundi,USA,United States of America,2225
2019,SOM,Somalia,ETH,Ethiopia,SWE,Sweden,15
2019,ERI,Eritrea,ETH,Ethiopia,FRA,France,5
2019,COD,Dem. Rep. of the Congo,BDI,Burundi,GBR,United Kingdom of Great Britain and Northern Ireland,1
2019,COD,Dem. Rep. of the Congo,KEN,Kenya,USA,United States of America,164
2019,COD,Dem. Rep. of the Congo,KEN,Kenya,CAN,Canada,20
2019,SOM,Somalia,DJI,Djibouti,SWE,Sweden,33
2019,SOM,Somalia,ETH,Ethiopia,FRA,France,7
2019,COD,Dem. Rep. of the Congo,RWA,Rwanda,FIN,Finland,6
2019,COD,Dem. Rep. of the Congo,UGA,Uganda,NOR,Norway,1100
2019,ERI,Eritrea,KEN,Kenya,USA,United States of America,4
2019,COD,Dem. Rep. of the Congo,UGA,Uganda,SWE,Sweden,390
2019,IRQ,Iraq,KEN,Kenya,CAN,Canada,1
2019,COD,Dem. Rep. of the Congo,BDI,Burundi,SWE,Sweden,1
2019,COD,Dem. Rep. of the Congo,BDI,Burundi,FIN,Finland,9
2019,SOM,Somalia,UGA,Uganda,NOR,Norway,10
2019,SOM,Somalia,KEN,Kenya,USA,United States of America,11
2019,ERI,Eritrea,UGA,Uganda,SWE,Sweden,3
2019,SOM,Somalia,KEN,Kenya,CAN,Canada,773
2019,ERI,Eritrea,KEN,Kenya,AUS,Australia,7
